job_id,submit_epoch_ms,total_pending_x,pending_gpus_x,job_type,start_epoch_ms,total_running,running_gpus_x,wait_ms,wait_seconds,wait_minutes,label_long_wait,wait_threshold_p90,pending_ratio,queue_depth_norm,fragmentation_score,congestion_score,total_pending_y,pending_gpus_y,running_gpus_y,gpu_nodes_alloc,gpu_nodes_total,util_gpu_mean,util_gpu_std,util_gpu_max,util_mem_mean,util_mem_std,util_mem_max,temp_c_mean,temp_c_max,power_w_mean,power_w_max,mem_used_mb_mean,mem_used_mb_max,mem_total_mb_first,power_efficiency,mem_pressure,job_type_encoded
109,1770350307000,16,16,burst,1770350326000,2,2,19000,19.0,0.31666666666666665,0,133.0,0.8888888888888888,0.0274442538593482,0.8,0.60378883171336,16,16,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.253333333333334,10.84,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
110,1770350327000,15,14,burst,1770350345000,2,2,18000,18.0,0.3,0,133.0,0.875,0.025728987993138937,0.8,0.5977186963979417,15,14,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.118,11.44,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
111,1770350327000,14,14,burst,1770350345000,2,2,18000,18.0,0.3,0,133.0,0.875,0.024013722126929673,0.8,0.5972041166380789,14,14,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.184,10.85,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
112,1770350346000,13,13,burst,1770350364000,2,2,18000,18.0,0.3,0,133.0,0.8666666666666667,0.022298456260720412,0.8,0.5933562035448827,13,13,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.0,9.36,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
113,1770350346000,12,12,burst,1770350365000,2,2,19000,19.0,0.31666666666666665,0,133.0,0.8571428571428571,0.02058319039451115,0.8,0.5890320999754962,12,12,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.132666666666667,10.35,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
114,1770350366000,11,11,burst,1770350384000,2,2,18000,18.0,0.3,0,133.0,0.8461538461538461,0.018867924528301886,0.8,0.584121915820029,11,11,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.171333333333333,11.04,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
115,1770350366000,10,10,burst,1770350384000,2,2,18000,18.0,0.3,0,133.0,0.8333333333333334,0.017152658662092625,0.8,0.5784791309319611,10,10,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.03,9.86,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
116,1770350385000,9,9,burst,1770350403000,2,2,18000,18.0,0.3,0,133.0,0.8181818181818182,0.015437392795883362,0.8,0.5719039451114923,9,9,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.138666666666667,10.55,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
117,1770350386000,8,8,burst,1770350404000,2,2,18000,18.0,0.3,0,133.0,0.8,0.0137221269296741,0.8,0.5641166380789022,8,8,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.178,10.45,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
118,1770350577000,6,6,medium,1770350710000,2,2,133000,133.0,2.216666666666667,0,133.0,0.75,0.010291595197255575,0.8,0.5430874785591767,6,6,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.5,21.0,9.26675,11.24,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
119,1770350601000,5,5,medium,1770350734000,1,1,133000,133.0,2.216666666666667,0,133.0,0.7142857142857143,0.008576329331046312,0.8,0.5282871845135997,5,5,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.008333333333333,26.0,9.217833333333335,11.05,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
12,1770345516000,6,6,medium,1770345659000,2,2,143000,143.0,2.3833333333333333,1,133.0,0.75,0.010291595197255575,0.8,0.5430874785591767,6,6,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.441666666666666,27.0,9.337166666666667,11.07,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
120,1770350766000,0,0,medium,1770350898000,2,2,132000,132.0,2.2,0,133.0,0.0,0.0,0.5,0.15,0,0,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,20.983333333333334,21.0,9.240916666666667,10.85,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
121,1770350766000,0,0,medium,1770350899000,2,2,133000,133.0,2.216666666666667,0,133.0,0.0,0.0,0.5,0.15,0,0,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,25.066666666666666,26.0,9.297833333333333,11.04,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
122,1770351007000,0,0,medium,1770351139000,2,2,132000,132.0,2.2,0,133.0,0.0,0.0,0.7,0.21,0,0,2,3,10,0.0,0.0,0.0,0.0,0.0,0.0,20.991666666666667,21.0,9.158083333333334,11.04,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
123,1770351007000,0,0,long,1770351335000,2,2,328000,328.0,5.466666666666667,1,133.0,0.0,0.0,0.7,0.21,0,0,2,3,10,0.0,0.0,0.0,0.0,0.0,0.0,25.06,26.0,9.217266666666665,11.25,1.0,1.0,15360.0,0.0,6.510416666666667e-05,2
124,1770352809000,83,83,long,1770353137000,2,2,328000,328.0,5.466666666666667,1,133.0,0.9764705882352941,0.1423670668953688,0.7,0.6432983553627283,83,83,2,3,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.1711,11.15,1.0,1.0,15360.0,0.0,6.510416666666667e-05,2
125,1770350464000,2,2,memheavy,1770350531000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.5,0.003430531732418525,0.0,0.20102915951972558,2,2,2,10,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.161666666666667,11.05,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
126,1770350483000,1,1,memheavy,1770350550000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.3333333333333333,0.0017152658662092624,0.0,0.1338479130931961,1,1,2,10,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.199,10.94,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
127,1770350533000,8,8,memheavy,1770350600000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.8,0.0137221269296741,0.8,0.5641166380789022,8,8,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.268833333333333,10.95,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
128,1770351141000,14,14,medium,1770351273000,2,2,132000,132.0,2.2,0,133.0,0.875,0.024013722126929673,0.8,0.5972041166380789,14,14,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.224333333333334,11.14,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
130,1770352472000,77,77,medium,1770352605000,2,2,133000,133.0,2.216666666666667,0,133.0,0.9746835443037974,0.1320754716981132,0.8,0.6694960592309529,77,77,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.391666666666666,26.0,9.242833333333333,11.07,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
131,1770351611000,39,39,short,1770351646000,2,2,35000,35.0,0.5833333333333334,0,133.0,0.9512195121951219,0.06689536878216124,0.4,0.5205564155126972,39,39,2,6,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.182666666666668,10.75,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
133,1770351937000,47,47,long,1770352265000,2,2,328000,328.0,5.466666666666667,1,133.0,0.9591836734693877,0.08061749571183534,0.5,0.5578587181013057,47,47,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,25.79,26.0,9.2263,11.07,1.0,1.0,15360.0,0.0,6.510416666666667e-05,2
134,1770351647000,48,48,memheavy,1770351714000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.96,0.0823327615780446,0.8,0.6486998284734133,48,48,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.1745,10.75,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
135,1770353598000,97,97,memheavy,1770353665000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.9797979797979798,0.16638078902229847,0.30000000000000004,0.5318334286258815,97,97,2,7,10,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,26.0,9.341833333333334,10.97,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
136,1770351275000,33,33,memheavy,1770351342000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.9428571428571428,0.05660377358490566,0.8,0.6341239892183288,33,33,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.171,10.85,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
137,1770351868000,48,48,memheavy,1770351936000,2,2,68000,68.0,1.1333333333333333,0,133.0,0.96,0.0823327615780446,0.4,0.5286998284734135,48,48,2,6,10,0.0,0.0,0.0,0.0,0.0,0.0,25.933333333333334,26.0,9.324166666666667,11.15,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
138,1770351869000,47,47,memheavy,1770351936000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.9591836734693877,0.08061749571183534,0.4,0.5278587181013057,47,47,2,6,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.211833333333335,10.45,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
139,1770353989000,111,111,medium,1770354122000,2,2,133000,133.0,2.216666666666667,0,133.0,0.9823008849557522,0.19039451114922812,0.0,0.45003870732706935,111,111,2,10,10,0.0,0.0,0.0,0.0,0.0,0.0,19.058333333333334,20.0,9.298,10.95,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
14,1770345513000,6,6,short,1770345548000,2,2,35000,35.0,0.5833333333333334,0,133.0,0.8571428571428571,0.010291595197255575,0.8,0.5859446214163195,6,6,1,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.291333333333334,10.94,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
140,1770351336000,32,32,medium,1770351469000,2,2,133000,133.0,2.216666666666667,0,133.0,0.9411764705882353,0.0548885077186964,0.8,0.632937140550903,32,32,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.058333333333334,26.0,9.144083333333333,11.05,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
141,1770351343000,31,31,medium,1770351476000,2,2,133000,133.0,2.216666666666667,0,133.0,0.9393939393939394,0.05317324185248713,0.8,0.6317095483133219,31,31,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.277999999999999,11.14,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
142,1770351937000,46,46,long,1770352265000,2,2,328000,328.0,5.466666666666667,1,133.0,0.9583333333333334,0.07890222984562607,0.5,0.5570040022870212,46,46,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.2485,11.35,1.0,1.0,15360.0,0.0,6.510416666666667e-05,2
143,1770353138000,102,102,long,1770353466000,2,2,328000,328.0,5.466666666666667,1,133.0,0.9807692307692307,0.17495711835334476,0.8,0.6847948278136957,102,102,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.33,26.0,9.155066666666666,11.17,1.0,1.0,15360.0,0.0,6.510416666666667e-05,2
144,1770351470000,45,45,long,1770351799000,2,2,329000,329.0,5.483333333333333,1,133.0,0.9574468085106383,0.07718696397941681,0.8,0.6461348125980804,45,45,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.176666666666666,26.0,9.253866666666665,11.65,1.0,1.0,15360.0,0.0,6.510416666666667e-05,2
145,1770351477000,41,41,medium,1770351610000,2,2,133000,133.0,2.216666666666667,0,133.0,0.9534883720930233,0.07032590051457976,0.5,0.5524931189915833,41,41,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.243333333333334,11.34,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
146,1770352303000,65,65,medium,1770352435000,2,2,132000,132.0,2.2,0,133.0,0.9701492537313433,0.11149228130360206,0.8,0.6615073858836179,65,65,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.119166666666667,10.75,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
149,1770353425000,104,104,burst,1770353443000,2,2,18000,18.0,0.3,0,133.0,0.9811320754716981,0.1783876500857633,0.30000000000000004,0.5359691252144082,104,104,2,7,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.246666666666666,10.55,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
15,1770345632000,3,3,short,1770345666000,2,2,34000,34.0,0.5666666666666667,0,133.0,0.6,0.005145797598627788,0.8,0.4815437392795883,3,3,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.766666666666666,21.0,9.182333333333334,10.55,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
150,1770353614000,96,96,burst,1770353632000,2,2,18000,18.0,0.3,0,133.0,0.9795918367346939,0.1646655231560892,0.30000000000000004,0.5312363916407044,96,96,2,7,10,0.0,0.0,0.0,0.0,0.0,0.0,19.733333333333334,20.0,9.159333333333333,10.35,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
151,1770353633000,108,108,burst,1770353652000,2,2,19000,19.0,0.31666666666666665,0,133.0,0.9818181818181818,0.18524871355060035,0.8,0.6883018867924529,108,108,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,19.666666666666668,20.0,9.284666666666668,10.94,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
152,1770353800000,99,99,burst,1770353818000,2,2,18000,18.0,0.3,0,133.0,0.9801980198019802,0.16981132075471697,0.30000000000000004,0.5330226041472071,99,99,2,7,10,0.0,0.0,0.0,0.0,0.0,0.0,25.6,26.0,9.133333333333333,10.17,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
153,1770352570000,81,81,short,1770352605000,2,2,35000,35.0,0.5833333333333334,0,133.0,0.9759036144578314,0.13893653516295026,0.7,0.6420424063320177,81,81,2,3,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.228666666666667,10.55,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
154,1770351715000,47,47,medium,1770351848000,2,2,133000,133.0,2.216666666666667,0,133.0,0.9591836734693877,0.08061749571183534,0.8,0.6478587181013057,47,47,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.179583333333333,11.05,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
156,1770351800000,45,45,memheavy,1770351867000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.9574468085106383,0.07718696397941681,0.7,0.6161348125980805,45,45,2,3,10,0.0,0.0,0.0,0.0,0.0,0.0,25.8,26.0,9.163,10.85,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
157,1770351849000,49,49,burst,1770351868000,2,2,19000,19.0,0.31666666666666665,0,133.0,0.9607843137254902,0.08404802744425385,0.4,0.5295281337234723,49,49,2,6,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.178,10.45,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
159,1770363739000,417,417,medium,1770363872000,2,2,133000,133.0,2.216666666666667,0,133.0,0.9952267303102625,0.7152658662092625,0.0,0.6126704519868837,417,417,2,10,10,0.0,0.0,0.0,0.0,0.0,0.0,25.641666666666666,26.0,9.186250000000001,11.06,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
16,1770345549000,4,4,short,1770345584000,2,2,35000,35.0,0.5833333333333334,0,133.0,0.6666666666666666,0.00686106346483705,0.7,0.47872498570611777,4,4,2,3,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.476666666666667,11.24,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
160,1770352809000,83,83,long,1770353137000,2,2,328000,328.0,5.466666666666667,1,133.0,0.9764705882352941,0.1423670668953688,0.7,0.6432983553627283,83,83,2,3,10,0.0,0.0,0.0,0.0,0.0,0.0,25.316666666666666,26.0,9.262866666666667,11.17,1.0,1.0,15360.0,0.0,6.510416666666667e-05,2
161,1770363774000,424,424,memheavy,1770363841000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.9953051643192489,0.7272727272727273,0.8,0.8563038839095177,424,424,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,9.084,10.75,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
162,1770353138000,102,102,burst,1770353156000,2,2,18000,18.0,0.3,0,133.0,0.9807692307692307,0.17495711835334476,0.8,0.6847948278136957,102,102,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.145333333333333,10.54,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
163,1770353158000,98,98,burst,1770353176000,2,2,18000,18.0,0.3,0,133.0,0.98,0.1680960548885077,0.5,0.5924288164665523,98,98,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.179333333333334,10.55,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
165,1770356869000,212,212,burst,1770356887000,2,2,18000,18.0,0.3,0,133.0,0.9906542056074766,0.36363636363636365,0.8,0.7453525913338997,212,212,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,9.238666666666667,11.04,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
166,1770354583000,139,139,burst,1770354602000,2,2,19000,19.0,0.31666666666666665,0,133.0,0.9858156028368794,0.23842195540308747,0.8,0.705852827755678,139,139,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.466666666666665,26.0,9.289333333333333,10.56,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
167,1770353177000,97,97,burst,1770353195000,2,2,18000,18.0,0.3,0,133.0,0.9797979797979798,0.16638078902229847,0.5,0.5918334286258815,97,97,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.212,10.65,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
168,1770353197000,99,99,burst,1770353215000,2,2,18000,18.0,0.3,0,133.0,0.9801980198019802,0.16981132075471697,0.8,0.6830226041472072,99,99,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.292,10.85,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
169,1770357374000,220,220,burst,1770357392000,2,2,18000,18.0,0.3,0,133.0,0.990990990990991,0.37735849056603776,0.0,0.5096039435662078,220,220,2,10,10,0.0,0.0,0.0,0.0,0.0,0.0,25.8,26.0,9.254,10.96,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
17,1770345585000,1,1,short,1770345619000,2,2,34000,34.0,0.5666666666666667,0,133.0,0.3333333333333333,0.0017152658662092624,0.5,0.2838479130931961,1,1,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,20.066666666666666,21.0,9.149666666666667,10.85,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
170,1770353405000,105,105,burst,1770353424000,2,2,19000,19.0,0.31666666666666665,0,133.0,0.9813084112149533,0.18010291595197256,0.30000000000000004,0.5365542392715731,105,105,2,7,10,0.0,0.0,0.0,0.0,0.0,0.0,19.8,20.0,9.365333333333332,10.65,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
171,1770357394000,219,219,burst,1770357412000,2,2,18000,18.0,0.3,0,133.0,0.9909502262443439,0.37564322469982847,0.0,0.5090730579076861,219,219,2,10,10,0.0,0.0,0.0,0.0,0.0,0.0,25.6,26.0,9.167333333333334,10.65,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
172,1770354973000,140,140,short,1770355008000,2,2,35000,35.0,0.5833333333333334,0,133.0,0.9859154929577465,0.24013722126929674,0.0,0.4664073635638876,140,140,2,10,10,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,9.193333333333333,11.15,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
173,1770355009000,147,147,short,1770355043000,2,2,34000,34.0,0.5666666666666667,0,133.0,0.9865771812080537,0.2521440823327616,0.8,0.7102740971830499,147,147,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,9.167,11.05,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
174,1770352266000,64,64,short,1770352301000,2,2,35000,35.0,0.5833333333333334,0,133.0,0.9696969696969697,0.1097770154373928,0.4,0.5408118925100058,64,64,2,6,10,0.0,0.0,0.0,0.0,0.0,0.0,25.7,26.0,9.292,10.67,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
175,1770352267000,63,63,short,1770352301000,2,2,34000,34.0,0.5666666666666667,0,133.0,0.9692307692307692,0.10806174957118353,0.4,0.5401108325636628,63,63,2,6,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.152666666666667,10.25,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
176,1770352302000,66,66,short,1770352337000,2,2,35000,35.0,0.5833333333333334,0,133.0,0.9850746268656716,0.11320754716981132,0.8,0.6679921148972121,66,66,1,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.966666666666665,26.0,9.118333333333334,9.98,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
177,1770352338000,61,61,medium,1770352471000,2,2,133000,133.0,2.216666666666667,0,133.0,0.9682539682539683,0.10463121783876501,0.5,0.5686909526532168,61,61,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,25.575,26.0,9.147416666666667,10.87,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
178,1770355179000,159,159,medium,1770355311000,2,2,132000,132.0,2.2,0,133.0,0.9875776397515528,0.2727272727272727,0.8,0.7168492377188029,159,159,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,9.2235,11.24,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
179,1770352436000,74,74,medium,1770352569000,2,2,133000,133.0,2.216666666666667,0,133.0,0.9736842105263158,0.1269296740994854,0.4,0.547552586440372,74,74,2,6,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.166,11.15,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
180,1770355236000,158,158,short,1770355271000,2,2,35000,35.0,0.5833333333333334,0,133.0,0.9875,0.27101200686106347,0.8,0.7163036020583191,158,158,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.966666666666665,26.0,9.290666666666668,11.46,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
181,1770355272000,163,163,short,1770355307000,2,2,35000,35.0,0.5833333333333334,0,133.0,0.9878787878787879,0.27958833619210977,0.8,0.7190280160091481,163,163,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.966666666666665,26.0,9.237,10.77,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
182,1770355308000,162,162,long,1770355636000,2,2,328000,328.0,5.466666666666667,1,133.0,0.9878048780487805,0.27787307032590053,0.8,0.7184838723172824,162,162,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.573333333333334,26.0,9.279133333333334,11.36,1.0,1.0,15360.0,0.0,6.510416666666667e-05,2
183,1770352606000,80,80,memheavy,1770352673000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.975609756097561,0.137221269296741,0.8,0.6714102832280466,80,80,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.283333333333335,26.0,9.177,11.17,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
184,1770352606000,80,80,memheavy,1770352673000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.975609756097561,0.137221269296741,0.8,0.6714102832280466,80,80,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.160833333333333,10.45,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
