pending_ratio,queue_depth_norm,fragmentation_score,congestion_score,pending_gpus,total_pending,running_gpus,gpu_nodes_alloc,gpu_nodes_total,label_long_wait,raw_score
0.49015453663299385,4,0.6765271204765525,0.11641682573403789,3,3,3,8,5,0,0.30971377374389547
0.5080930497869866,0,0.6435531603846089,0.8549907338343998,1,4,5,5,4,0,0.3888911446747728
0.20442812278617384,4,0.4983221907168781,0.859296012569773,1,3,2,8,2,0,0.19840521391515636
0.40556964774471393,4,0.4921770768252174,0.7048313488681792,4,1,2,2,2,0,0.33984779138305654
0.1285732804477189,11,0.5118938400605367,0.32512846649410787,3,2,5,4,6,1,0.463136773175064
0.4060574797713596,3,0.40757642919040904,0.7960672181951526,4,0,3,3,1,0,0.29197076182478465
0.11584972024155683,0,0.3911066199973371,0.2723137599697436,0,1,3,0,4,0,0.17889681268508317
0.30308014102558267,0,0.571301080974829,0.6887322150455956,5,1,4,1,5,0,0.17528133059971185
0.31824424764062204,10,0.13951976646915543,0.8936742212376962,4,5,6,4,1,0,0.4226778520863763
0.48479498328169957,0,0.7803549608655949,0.24159259635257047,4,3,1,4,4,0,0.33509219034319665
0.34574139551862404,3,0.7144437965453779,0.667265903799822,1,5,2,2,5,0,0.24850149276434869
0.17243484925237887,0,0.6194218376007518,0.13592361842795575,2,3,5,4,6,0,0.16480415758969616
0.19937095310186506,2,0.8299475705560749,0.6684460191554553,3,3,3,1,3,0,0.2918544701055467
0.44948085658610026,6,0.5480914778681008,0.2092686046052621,4,2,3,4,1,0,0.32903295408884303
0.6112882464984846,1,0.7093426600136157,0.30006593751399546,2,1,4,3,1,0,0.33874594697425503
0.0853321229998937,14,0.20151868383086669,0.2766750065317316,2,4,5,6,4,1,0.46539112083958994
0.15607194466336202,8,0.948701545317616,0.8840827361986581,2,2,1,3,3,0,0.33232819006646497
0.27809890478095667,0,0.9312148734648726,0.8641988017356885,2,0,1,1,4,0,0.20079883981067997
0.07119953022859422,1,0.17639759980963055,0.8890568328261178,3,4,2,5,3,0,0.14918682016764392
0.6645368082660057,3,0.9257024881184757,0.25218988337777193,3,2,4,4,4,0,0.32857582092657783
0.22701316810859798,3,0.6821480767239839,0.5243220216547491,1,1,4,4,5,0,0.13886424650490162
0.5612460564662732,0,0.2038032268787322,0.6250946920131356,3,7,2,1,0,0,0.191509486291412
0.3013350663726891,5,0.45196634737435826,0.5177607401258635,4,1,2,3,4,0,0.36933217093245696
0.3059840119601566,2,0.5937299463762139,0.6268142217810106,2,1,2,1,3,0,0.2734391582909988
0.01872569508777134,0,0.9537913048971968,0.043563760733481005,2,1,5,4,2,0,0.09283481078453712
0.5903610316611188,0,0.2291871489526981,0.12784362989754294,6,3,2,2,1,0,0.18726283230045282
0.21867416969915632,1,0.757772026541143,0.44770241776999464,6,3,3,3,1,0,0.18141865492831794
0.3697537245282037,6,0.7762697752522,0.4347968893173153,1,2,3,7,2,0,0.382676376605118
0.19492912124140097,3,0.738621118194109,0.6082866177914784,3,2,2,1,0,0,0.29347457618846146
0.423638249401489,12,0.050576346751055934,0.7751737628812884,3,4,1,5,5,0,0.42758060904884465
0.09438139720582982,2,0.7997256269096034,0.0970826584767508,3,2,1,3,4,0,0.005432083157424598
0.27954666997521105,3,0.6249730432672911,0.4200414649766476,3,1,2,4,1,0,0.31341177964761935
0.14509476184354905,0,0.6583743739487712,0.97845955308032,6,0,4,4,1,0,0.19152524432129783
0.32497075625489735,6,0.8783333193635638,0.9513335772520968,4,1,1,4,4,0,0.2925331777904055
0.3796388344803821,2,0.17972838103000344,0.03372930221555892,4,1,5,2,2,0,0.35966144610196055
0.2988789263064037,3,0.37427571572403384,0.6654918229363441,4,2,1,1,5,0,0.2631164619577616
0.2947906413087812,6,0.7156573092395335,0.24730593114957555,2,1,2,5,4,0,0.2830716441071611
0.2422088965627707,1,0.34702660371604654,0.3777146427071145,3,1,2,1,6,0,0.1325597998246122
0.08719946449294912,8,0.48172204927896123,0.78790866765074,4,7,2,0,3,0,0.3154690374418817
0.4171804822307978,1,0.9045034501437864,0.5790572903332052,1,2,5,3,4,0,0.2790524210453559
0.11751898343118726,17,0.5669111981080387,0.652405532092038,4,2,5,0,3,0,0.43975500936589995
0.34332589179640455,2,0.5406441752066853,0.045910401625040564,4,4,4,0,1,0,0.2262187542630311
0.04014999202198208,9,0.4622248701893772,0.0913191645135848,4,4,6,2,3,0,0.16016896909641137
0.3357693002359385,3,0.38670278366712485,0.15926683056204072,3,3,2,3,1,0,0.14481103918285265
0.13305425690579478,6,0.5126404102593662,0.49469295236451283,4,4,6,3,4,0,0.28123380007771326
0.4109711013041552,2,0.8041049186700412,0.4296364340975134,5,3,3,4,4,0,0.28668277425886535
0.7988421046450987,8,0.012917328909999082,0.1424456657994696,2,5,2,1,1,1,0.4532184735456326
0.12308281901341718,5,0.8466072674362454,0.28262839044437615,1,7,4,4,3,0,0.18157966526932742
0.4522662853602062,3,0.6425167749378328,0.724618576826829,3,3,2,4,2,0,0.33568815651996653
0.22138849474185487,9,0.09612210955142253,0.5464886990075262,3,2,3,3,4,0,0.32929750689844817
0.12113405275191519,2,0.07287678204766501,0.6687958738971298,4,3,0,4,3,0,0.12840979506924832
0.5797791679469789,2,0.6474622187419186,0.24974264430696558,4,2,4,4,3,0,0.35555873487146994
0.15922884300741716,0,0.7598919405657021,0.16521406752619117,2,2,3,6,2,0,0.2614850370690479
0.4427039237903197,7,0.36042921497131974,0.5931427165992003,5,3,3,1,2,1,0.49519666368231063
0.32408934913926263,0,0.3095444726418295,0.9684700096377531,5,3,0,4,3,0,0.27697712551872394
0.1506506725293984,1,0.20974786143619506,0.22794751188964402,4,4,1,5,1,0,0.16743403155509762
0.46161212557721537,1,0.8742615042175316,0.6410110750566727,3,4,0,1,1,0,0.28583179933479685
0.13816709721895376,1,0.6729558742195958,0.04965228672931887,2,3,4,2,1,0,0.215876718126215
0.53119418268512,5,0.9771595465241425,0.6804283105962764,4,5,6,5,5,0,0.30441607336140375
0.2321284488906199,1,0.5420415296294631,0.8783983731153012,2,2,5,2,2,0,0.3328291201985197
0.37133503805679086,3,0.9389843299850681,0.9653067164913112,7,2,1,3,4,0,0.2927696511102445
0.4262713701911128,9,0.5229414982866252,0.7729280188148774,2,1,2,3,1,0,0.3214412144950244
0.1327754269189812,4,0.7649274973412843,0.7734326039710561,3,4,1,5,3,0,0.12416682016274877
0.4364738714687146,0,0.6298118571636517,0.31035455772445386,6,2,3,3,4,0,0.26296757428604045
0.13014264222811048,3,0.3878598598485956,0.07649009820362707,1,5,3,4,2,0,0.2739471298562968
0.15420174773478804,2,0.33817584021324343,0.07388921043883478,4,4,2,1,4,0,0.2373850110309606
0.7808503331265779,2,0.09130372026008415,0.3199649036701915,5,4,2,1,3,0,0.3232108664239867
0.48807267200276244,4,0.4814123577180609,0.12193323658753785,3,0,2,3,3,0,0.37637697825907446
0.20034725072513976,1,0.5358820952014025,0.504633029890199,0,1,4,1,1,0,0.19389347767124665
0.17571237405942344,2,0.5045536284972317,0.9267910832016658,4,4,2,2,3,0,0.2180217622251546
0.3217556854928542,0,0.07189075091331187,0.2276122397358762,7,2,4,4,2,0,0.3257441334453403
0.038021385992828276,9,0.5282974279744366,0.956278221242176,2,2,1,5,2,0,0.35213847714485735
0.02513142404206722,10,0.7659250911909952,0.21550593083176428,2,3,3,4,2,0,0.308810445287722
0.27875268053279634,0,0.08528388169653078,0.6638084565650504,0,1,1,0,4,0,0.24906549273124384
0.19078969748336397,4,0.06492965060650768,0.9272284791358908,2,2,5,4,3,0,0.295749910012195
0.3125344896335549,19,0.14258858869965496,0.348454703644814,6,3,1,6,2,1,0.5478889631074378
0.18169730307483406,9,0.29501244350497,0.22930107288807455,0,1,4,2,4,0,0.34900205702673553
0.4057829753343962,0,0.9942965842037654,0.02408359869803889,4,0,5,2,3,0,0.19336521035888077
0.07733710508724446,0,0.28639506552194427,0.30473206906552874,4,1,6,0,2,0,0.04746524063937784
0.12499587180381912,9,0.053821430499367495,0.5478104731968149,4,1,1,2,4,0,0.3122808348486725
0.26129266566338877,0,0.36121747745492894,0.4738793369205476,2,2,2,1,5,0,0.12943257231393857
0.01836062337240074,4,0.622068285364911,0.2506308960837266,3,9,6,3,4,0,0.2317072497446109
0.20698947256838113,6,0.8530393031951051,0.6269550495336996,2,3,0,2,1,0,0.32142361757776594
0.5379591512241538,13,0.18570959337407766,0.927781988328722,2,2,7,5,3,0,0.43150811909407133
0.6423323488190157,3,0.016950952613894565,0.418980557482196,5,5,7,5,2,0,0.43576178475398636
0.021505129971117972,9,0.5030294591889849,0.9780102702607929,2,1,5,3,4,0,0.3606934838386384
0.29425404830247254,10,0.22913728083603102,0.8333177849581493,3,1,4,1,4,1,0.4757608759367976
0.3093673173160932,5,0.21853440383492329,0.6567084125872715,1,3,0,2,1,0,0.24374804426893398
0.07441290806654041,2,0.0894234982659301,0.32968479328208833,0,2,4,4,6,0,0.2086579996593116
0.13664393310754666,10,0.76536073000544,0.8438739185903928,1,5,3,3,2,0,0.3659265876841105
0.43847077148874325,6,0.6684724450960975,0.5222492964589913,2,3,3,4,4,0,0.3173238716403949
0.3197514982606481,1,0.0913585651427099,0.3896660517805437,1,3,2,1,4,0,0.2338694281027695
0.30127822170098645,15,0.9191896003910999,0.6099831028054347,4,5,1,0,1,1,0.4855748246309489
0.18899924547229266,0,0.8788678463113001,0.4054274770370544,1,4,1,4,4,0,0.12748543359857656
0.2991553541769076,9,0.5098125432029805,0.6576110416665185,3,4,3,1,1,1,0.4735934475964588
0.184837053684499,1,0.8401684836463638,0.7008177519350665,3,2,1,5,5,0,0.1908105915125514
0.4186068382833183,5,0.9601159882113698,0.28538775329123156,1,4,5,1,5,0,0.2783000531470101
0.35032127003012403,3,0.9289880756107723,0.7931913274657203,5,3,1,3,2,0,0.2674640722680087
0.20385413106847672,3,0.8008142630642031,0.983586985810173,1,4,4,5,5,0,0.18142831966881673
0.19364509499006702,1,0.9216460316112188,0.1570236706833471,4,1,4,1,0,0,0.2776774989479243
0.6622097598766603,0,0.3935539385096871,0.5797242337570627,5,3,3,1,3,0,0.31955884973420723
0.14449091304418799,0,0.38784592756532277,0.4551809719004454,8,2,2,0,2,0,0.14038085491070076
0.20805179592188625,0,0.8100909689011979,0.7414977208888069,3,2,2,1,5,0,0.270367290411476
0.2358973170659942,5,0.7291519350170453,0.5474151829161585,5,3,3,7,5,0,0.368294431713691
0.3642979926235524,3,0.4279796511169045,0.9799716331633211,3,4,2,5,2,0,0.2985391664478916
0.658904874807029,2,0.47168965423626363,0.28377534165198437,3,3,3,1,2,0,0.3834214554975251
0.29734155142992413,0,0.7540947824064028,0.6456672490385726,3,2,4,1,4,0,0.3301984283151515
0.15020910974810314,9,0.3814865603238864,0.5721237496429374,1,1,8,3,1,0,0.3359219781839766
0.2776230691553192,0,0.17420462205886356,0.5944387325378117,4,4,5,0,1,0,0.14834410221117025
0.5390317273445564,8,0.0603563764205719,0.9865271153475014,4,3,1,3,3,0,0.3312275201762645
0.28119751655171965,5,0.46855526828457505,0.19895821652010948,6,1,0,2,4,0,0.38448288026019184
0.5060444771220163,1,0.5306600389785997,0.04389351753879989,5,2,9,6,2,0,0.2165621806063066
0.15993442236747846,8,0.22153708232635272,0.5697610663602802,3,3,2,3,2,0,0.2786862415835303
0.038345749680352724,0,0.9968371255104523,0.009042463573587844,4,5,2,4,2,0,0.21590136530534876
0.27705038460356807,12,0.09047652849535881,0.8382665882803471,6,3,2,3,3,0,0.3211025988737537
0.35026846671702594,4,0.04237214270562928,0.5351442800060692,5,4,4,3,4,0,0.24236044970543183
0.23096359842608608,6,0.30675632731829794,0.8941005620948791,3,2,6,10,7,0,0.2799639429319532
0.12444513513264671,1,0.8501920036343263,0.1679277925133087,1,2,2,0,0,0,0.15533375490832962
0.3945153358990005,2,0.69668972484869,0.31730237534716643,1,2,2,3,2,0,0.3198243619474546
0.06422516450564018,10,0.4948288200158226,0.586879858643028,1,3,3,1,1,0,0.2560844917128175
0.4416308941674068,5,0.3512799339282724,0.9411756221159574,5,3,3,4,4,0,0.4337784918260826
0.24702882639574497,1,0.4129464323925095,0.10887202805822294,5,1,4,0,3,0,0.3598378251607459
0.3841669767844087,9,0.2754583883121171,0.07789215995927612,6,5,7,0,1,0,0.3734839918377831
0.09743815979078324,4,0.5379851396376909,0.4692995004981685,1,3,4,0,6,0,0.14817900421681263
0.5637349329521906,1,0.38373361689960284,0.6721847316900925,4,7,2,2,3,0,0.250200148686736
0.15860881096777102,15,0.918752560775152,0.3587948443202902,5,5,3,2,2,1,0.46018025172037097
0.292150601428415,14,0.959865487079059,0.6949028809503514,2,2,4,2,3,0,0.415116068780349
0.14307884917541508,11,0.058781655013167455,0.6700590831688391,4,2,2,5,1,0,0.3576384256568028
0.045225840468102574,17,0.6948981299389269,0.7095188497374572,6,5,3,5,5,1,0.4856732078367974
0.24943741627882585,3,0.3265825267556256,0.5580877289293716,5,3,0,2,2,0,0.2176160849371263
0.09498321745535719,0,0.7557857799477132,0.48344062627959195,0,1,3,1,4,0,0.17222030281004572
0.048695394617073735,6,0.5512169226543226,0.7214457157914831,2,5,3,3,4,0,0.26624773744662406
0.38703108010263254,2,0.7121613570945307,0.14565058285458077,1,4,1,5,0,0,0.369789068406131
0.11538726019736908,4,0.9463408315048657,0.1876691175232339,1,3,10,3,6,0,0.3041167699429254
0.21898603501957672,0,0.3917754149480137,0.6561945451813433,3,4,2,2,4,0,0.10033766199331823
0.21678957755699726,0,0.9576526605210257,0.13115207893703085,4,3,3,1,4,0,0.13644385080585023
0.19169054791904142,1,0.07594055135928646,0.8899746942698818,0,1,5,6,3,0,0.24240897922481314
0.3275615544600218,2,0.3083524364299689,0.4807056417131327,2,2,4,3,2,0,0.20510847000881965
0.12096317658502398,2,0.13082381484437489,0.3459596846696791,4,1,4,0,2,0,0.23452548766222245
0.12719009803315875,6,0.6439555041392435,0.8555351479671024,3,3,3,4,3,0,0.2812104079291417
0.32183439553437293,0,0.013182510292186533,0.42279416493045197,1,6,0,3,2,0,0.17672349134683743
0.29706364840691896,0,0.1701575878716085,0.8406721901072275,5,5,4,8,4,0,0.23895829819033093
0.18231231742945433,20,0.5802923067957154,0.8164371185944097,2,4,5,0,5,1,0.6104211266312547
0.30958910468106193,14,0.6514751504601431,0.5856524284464165,4,4,7,3,2,0,0.3512422306539151
0.37872543594207,0,0.07588428122131974,0.546849166417988,2,6,3,1,1,0,0.2780696653283011
0.041479134259958035,11,0.015744795419272095,0.49341766135220977,1,7,3,2,3,0,0.29334267894569543
0.5091126169879386,7,0.670969880579311,0.3530429798838157,3,5,3,2,5,0,0.32980261267379024
0.2940890099838214,16,0.08853780608653561,0.5030558722547663,4,2,3,1,1,1,0.5513159293419712
0.4210472322975514,0,0.14617401874220892,0.33910287188493127,3,4,1,1,3,0,0.3207786447142362
0.23452109280137748,4,0.46087913424996485,0.19174721543324846,4,5,2,2,5,0,0.27922520161251285
0.04184504823080176,2,0.5751875225496216,0.8698248913049158,2,4,1,4,7,0,0.15736565816360165
0.14556534546178315,5,0.17511587458964617,0.7131010944294902,5,2,3,5,4,0,0.2548008369140205
0.6811620382412372,3,0.29679115607874107,0.05873089765905615,1,6,7,2,5,1,0.46214986882808157
0.1772105593242048,0,0.09544417138836525,0.2073947786837972,3,1,4,2,1,0,0.1174042407079797
0.12522466449213213,5,0.46034916022569605,0.1922551274386265,3,3,5,4,2,0,0.24339400544388887
0.20624024278925496,2,0.9009467542994265,0.6369686010639926,3,3,3,0,5,0,0.1931367161334819
0.10663899537443722,14,0.9571239722626738,0.9306998623076941,3,5,1,2,1,0,0.35094699440427135
0.5409065573667877,9,0.41991271618597903,0.13633063592759087,4,7,7,4,3,1,0.5184013211855585
0.42172183215897313,2,0.8412547624985762,0.617055430490862,3,0,2,3,2,0,0.39879152019319636
0.4653488597049423,0,0.2039266107220017,0.13490710507094505,2,0,4,4,7,0,0.20091233797226932
0.028435963054991905,3,0.3682239739220067,0.6599090370970577,1,3,2,5,2,0,0.14562661482115496
0.0811079871107793,7,0.4001556825410718,0.6161263558315231,2,4,3,2,2,0,0.15498648787078034
0.2591095121810288,4,0.7508640010795734,0.8903368208819139,0,1,7,3,9,0,0.21195296572326622
0.13320454158788736,4,0.07142332198842838,0.4354377606969866,4,1,3,2,3,0,0.19524557902787665
0.056186102235228956,8,0.29115034873397894,0.8674808804261753,1,3,2,6,2,0,0.2791171991957466
0.4324439930010116,1,0.46301443323312585,0.5624908084345474,3,2,1,7,4,0,0.25687155865111616
0.136612953845213,10,0.6331747520291527,0.6264851484125857,2,3,4,0,4,0,0.335769127390129
0.2840144008270074,6,0.337770673197609,0.05639104428573727,1,3,2,3,4,0,0.3191069309673416
0.7194066410433559,3,0.5009125672473644,0.021789021296727884,3,4,5,6,4,0,0.282536911435879
0.5435348683057211,3,0.9825743745754273,0.03241057550955684,6,3,2,6,0,0,0.32043311652842477
0.21245531409323057,1,0.37292274950691606,0.5131624445440824,4,1,3,4,0,0,0.40918328583236524
0.12134461127454568,2,0.5756709008299451,0.9013966831522688,6,2,2,1,0,0,0.16066442711150208
0.5590822827404275,2,0.05690909876474137,0.7338720218248475,3,5,3,4,0,0,0.2733539491120621
0.41717235061257735,5,0.7615579628020397,0.0046378520114824795,3,1,2,5,2,0,0.43252834745577307
0.48386681650865687,7,0.0015506804228621052,0.11346848209588378,2,4,5,1,9,0,0.4152433440520251
0.2254766982619046,5,0.6443514084488449,0.5868647428925621,5,2,6,2,1,0,0.4293975616878473
0.3439057717739094,4,0.5461937800157619,0.44297748686328764,4,2,2,0,0,0,0.2723792765822789
0.1957218468243369,6,0.7879420408905288,0.5110902741613144,5,6,3,4,1,0,0.33056892365213003
0.4024156617659863,8,0.158236433454497,0.20395426785453408,5,5,3,3,2,0,0.4397677279545702
0.2890060796854588,0,0.7401447143843043,0.9635400537950957,3,7,5,4,4,0,0.017563967306904002
0.24271189334184923,7,0.48562755133139923,0.5484962502120394,1,3,3,2,2,0,0.37128178275799023
0.36249715837742325,2,0.40806747600421067,0.27956742914419175,1,4,6,1,6,0,0.2906739748812162
0.446288575193562,14,0.21348843209532042,0.34035085979598223,1,1,6,4,3,1,0.54013225072484
0.3221845319403835,6,0.9050904122927914,0.22942289497385981,3,2,1,5,2,0,0.3622722560362482
0.1918420449231725,0,0.8264717620527796,0.238580728105229,3,4,6,1,2,0,0.19776667412471066
0.07717765455712679,3,0.21117866524337814,0.228079892306444,0,7,4,3,3,0,0.08443393696459585
0.3119332066601457,0,0.6009060635626303,0.5417760908533452,3,5,1,2,1,0,0.20918911294625978
0.3406827601823151,0,0.623049655375194,0.10895960021234818,3,4,5,2,2,0,0.10758818263921663
0.2406885620428845,0,0.1807569482903375,0.023088878720582517,5,3,3,2,2,0,0.2913013832917832
0.24529735893026558,0,0.49252869185757897,0.662008020528151,6,2,2,1,5,0,0.2653471930125075
0.33716298901822567,12,0.06472171294225937,0.4505181201958357,3,1,1,3,2,0,0.39001941078338614
0.17983631902463193,28,0.31913330944448526,0.32260347116197596,5,1,5,3,2,1,0.6138524571001666
0.4173335017444276,0,0.4464739460445546,0.6039011930842174,1,7,4,4,7,0,0.22888678321728098
0.3502812432722485,2,0.6060897752654667,0.3900050724287074,2,5,5,2,4,0,0.2780608576456426
0.7173781639991137,0,0.4218217107374539,0.9203321561426433,3,2,4,6,3,0,0.3051151454985522
0.20628730276512786,1,0.9678969967717798,0.8649843212858456,1,3,4,0,3,0,0.09943512609396718
0.15524411855011996,0,0.5488688204005919,0.6052193017003372,5,6,3,2,4,0,0.15064092564241763
0.42608946993157826,1,0.330889544561922,0.3259923708311183,3,7,6,4,2,0,0.22207052952925327
0.170551832438638,6,0.34296793862780817,0.25221049242198423,1,3,3,0,6,0,0.24292771790566833
0.3229155342273224,0,0.38934048673517296,0.26016884361292836,3,2,1,3,5,0,0.19228618828572197
0.451226869853623,3,0.2501508069037438,0.5677697887605351,2,1,1,1,1,0,0.29528598633479247
0.5748237037123407,2,0.16791657643257418,0.10133074077475313,5,1,1,2,3,0,0.2814391476229211
0.5790882575264137,0,0.3932764957557824,0.5768112615861541,3,3,3,4,7,0,0.1708810325244042
0.42298452772572603,8,0.3457617518524654,0.02776844372938103,2,5,5,2,7,0,0.4255783284125482
0.48910691423619895,1,0.8959482497682881,0.7202186524524561,0,4,1,2,3,0,0.30933742656191293
